flag,input,baseline_jam,delta_jam,baseline_code,delta_code,compile_ok
--no-aggressive-regalloc,factorial,200,-8,126,-7,1
--no-aggressive-regalloc,is-prime,271,14,189,12,1
--no-aggressive-regalloc,regalloc-two-loops,561,-18,438,-16,1
--no-aggressive-regalloc,blake2b,3765,20,2486,18,1
--no-aggressive-regalloc,sha512,3511,46,2310,41,1
--no-aggressive-regalloc,u128-mul-bench,457,14,342,12,1
--no-aggressive-regalloc,u128-div-bench,765,-9,606,-8,1
--no-aggressive-regalloc,u128-div-bench-slow,771,-9,607,-8,1
--no-aggressive-regalloc,host-call-log,458,0,104,0,1
--no-aggressive-regalloc,memory-copy-word,2243,34,1935,30,1
--no-aggressive-regalloc,memory-copy-overlap,715,18,574,16,1
--no-aggressive-regalloc,aslan-fib,19831,-7,12186,-6,1
--no-aggressive-regalloc,aslan-ecalli,42350,-83,27349,-74,1
--no-aggressive-regalloc,aslan-debug,32365,-465,23740,-413,1
--no-aggressive-regalloc,anan-as-compiler,109283,1112,76239,988,1
--no-aggressive-regalloc,polkadot-asset-hub-kusama_runtime-v2002002,30804229,53650,25381070,47689,1
--no-aggressive-regalloc,polkadot-asset-hub-polkadot_runtime-v2002002,29435038,54601,24209513,48535,1
--no-aggressive-regalloc,polkadot-bridge-hub-kusama_runtime-v2002002,13486226,20904,10536668,18581,1
--no-aggressive-regalloc,polkadot-bridge-hub-polkadot_runtime-v2002002,16129160,65686,12830602,58388,1
--no-aggressive-regalloc,polkadot-bulletin-polkadot_runtime-v2002002,12017852,18765,9295201,16680,1
--no-aggressive-regalloc,polkadot-collectives-polkadot_runtime-v2002002,15293994,19849,12084722,17644,1
--no-aggressive-regalloc,polkadot-coretime-kusama_runtime-v2002002,13011883,20209,10128873,17964,1
--no-aggressive-regalloc,polkadot-coretime-polkadot_runtime-v2002002,13009179,20207,10126518,17962,1
--no-aggressive-regalloc,polkadot-encointer-kusama_runtime-v2002002,15729251,24514,12485285,21790,1
--no-aggressive-regalloc,polkadot-glutton-kusama_runtime-v2002002,6402647,6642,4600277,5904,1
--no-aggressive-regalloc,polkadot-kusama_runtime-v2002002,22066440,38218,17832758,33971,1
--no-aggressive-regalloc,polkadot-people-kusama_runtime-v2002002,13021874,19590,10141578,17414,1
--no-aggressive-regalloc,polkadot-people-polkadot_runtime-v2002002,14291805,20627,11226838,18335,1
--no-aggressive-regalloc,polkadot-polkadot_runtime-v2002002,20909440,36694,16847956,32617,1
--no-scratch-reg-alloc,add,160,0,96,0,1
--no-scratch-reg-alloc,fibonacci,221,16,144,14,1
--no-scratch-reg-alloc,factorial,200,8,126,6,1
--no-scratch-reg-alloc,is-prime,271,0,189,0,1
--no-scratch-reg-alloc,regalloc-two-loops,561,50,438,44,1
--no-scratch-reg-alloc,blake2b,3765,0,2486,0,1
--no-scratch-reg-alloc,sha512,3511,0,2310,0,1
--no-scratch-reg-alloc,u128-mul-bench,457,2,342,2,1
--no-scratch-reg-alloc,u128-div-bench,765,-2,606,-2,1
--no-scratch-reg-alloc,u128-div-bench-slow,771,-2,607,-2,1
--no-scratch-reg-alloc,host-call-log,458,0,104,0,1
--no-scratch-reg-alloc,memory-copy-word,2243,0,1935,0,1
--no-scratch-reg-alloc,memory-copy-overlap,715,0,574,0,1
--no-scratch-reg-alloc,aslan-fib,19831,71,12186,63,1
--no-scratch-reg-alloc,aslan-ecalli,42350,145,27349,129,1
--no-scratch-reg-alloc,aslan-debug,32365,243,23740,216,1
--no-scratch-reg-alloc,anan-as-compiler,109283,1288,76239,1145,1
--no-scratch-reg-alloc,polkadot-asset-hub-kusama_runtime-v2002002,30804229,142060,25381070,126275,1
--no-scratch-reg-alloc,polkadot-asset-hub-polkadot_runtime-v2002002,29435038,138267,24209513,122904,1
--no-scratch-reg-alloc,polkadot-bridge-hub-kusama_runtime-v2002002,13486226,47418,10536668,42149,1
--no-scratch-reg-alloc,polkadot-bridge-hub-polkadot_runtime-v2002002,16129160,88356,12830602,78539,1
--no-scratch-reg-alloc,polkadot-bulletin-polkadot_runtime-v2002002,12017852,40368,9295201,35883,1
--no-scratch-reg-alloc,polkadot-collectives-polkadot_runtime-v2002002,15293994,53435,12084722,47498,1
--no-scratch-reg-alloc,polkadot-coretime-kusama_runtime-v2002002,13011883,47112,10128873,41878,1
--no-scratch-reg-alloc,polkadot-coretime-polkadot_runtime-v2002002,13009179,47368,10126518,42105,1
--no-scratch-reg-alloc,polkadot-encointer-kusama_runtime-v2002002,15729251,57534,12485285,51141,1
--no-scratch-reg-alloc,polkadot-glutton-kusama_runtime-v2002002,6402647,21141,4600277,18792,1
--no-scratch-reg-alloc,polkadot-kusama_runtime-v2002002,22066440,104901,17832758,93245,1
--no-scratch-reg-alloc,polkadot-people-kusama_runtime-v2002002,13021874,42106,10141578,37428,1
--no-scratch-reg-alloc,polkadot-people-polkadot_runtime-v2002002,14291805,43594,11226838,38750,1
--no-scratch-reg-alloc,polkadot-polkadot_runtime-v2002002,20909440,100493,16847956,89327,1
--no-caller-saved-alloc,add,160,0,96,0,1
--no-caller-saved-alloc,fibonacci,221,-2,144,-2,1
--no-caller-saved-alloc,factorial,200,-14,126,-13,1
--no-caller-saved-alloc,is-prime,271,-7,189,-6,1
--no-caller-saved-alloc,regalloc-two-loops,561,23,438,20,1
--no-caller-saved-alloc,blake2b,3765,19,2486,17,1
--no-caller-saved-alloc,sha512,3511,13,2310,11,1
--no-caller-saved-alloc,u128-mul-bench,457,-4,342,-4,1
--no-caller-saved-alloc,u128-div-bench,765,0,606,0,1
--no-caller-saved-alloc,u128-div-bench-slow,771,0,607,0,1
--no-caller-saved-alloc,host-call-log,458,0,104,0,1
--no-caller-saved-alloc,memory-copy-word,2243,0,1935,0,1
--no-caller-saved-alloc,memory-copy-overlap,715,5,574,4,1
--no-caller-saved-alloc,aslan-fib,19831,-9,12186,-8,1
--no-caller-saved-alloc,aslan-ecalli,42350,-62,27349,-55,1
--no-caller-saved-alloc,aslan-debug,32365,22,23740,20,1
--no-caller-saved-alloc,anan-as-compiler,109283,981,76239,872,1
--no-caller-saved-alloc,polkadot-asset-hub-kusama_runtime-v2002002,30804229,5696,25381070,5063,1
--no-caller-saved-alloc,polkadot-asset-hub-polkadot_runtime-v2002002,29435038,5290,24209513,4703,1
--no-caller-saved-alloc,polkadot-bridge-hub-kusama_runtime-v2002002,13486226,2563,10536668,2278,1
--no-caller-saved-alloc,polkadot-bridge-hub-polkadot_runtime-v2002002,16129160,4229,12830602,3759,1
--no-caller-saved-alloc,polkadot-bulletin-polkadot_runtime-v2002002,12017852,2634,9295201,2342,1
--no-caller-saved-alloc,polkadot-collectives-polkadot_runtime-v2002002,15293994,2565,12084722,2280,1
--no-caller-saved-alloc,polkadot-coretime-kusama_runtime-v2002002,13011883,2524,10128873,2244,1
--no-caller-saved-alloc,polkadot-coretime-polkadot_runtime-v2002002,13009179,2525,10126518,2244,1
--no-caller-saved-alloc,polkadot-encointer-kusama_runtime-v2002002,15729251,2566,12485285,2281,1
--no-caller-saved-alloc,polkadot-glutton-kusama_runtime-v2002002,6402647,1049,4600277,932,1
--no-caller-saved-alloc,polkadot-kusama_runtime-v2002002,22066440,4794,17832758,4261,1
--no-caller-saved-alloc,polkadot-people-kusama_runtime-v2002002,13021874,2579,10141578,2293,1
--no-caller-saved-alloc,polkadot-people-polkadot_runtime-v2002002,14291805,2484,11226838,2208,1
--no-caller-saved-alloc,polkadot-polkadot_runtime-v2002002,20909440,4702,16847956,4180,1
--no-lazy-spill,add,160,-6,96,-6,1
--no-lazy-spill,fibonacci,221,0,144,0,1
--no-lazy-spill,factorial,200,-3,126,-3,1
--no-lazy-spill,is-prime,271,11,189,10,1
--no-lazy-spill,regalloc-two-loops,561,7,438,6,1
--no-lazy-spill,blake2b,3765,54,2486,48,1
--no-lazy-spill,sha512,3511,8,2310,7,1
--no-lazy-spill,u128-mul-bench,457,-37,342,-33,1
--no-lazy-spill,u128-div-bench,765,-27,606,-24,1
--no-lazy-spill,u128-div-bench-slow,771,-27,607,-24,1
--no-lazy-spill,host-call-log,458,0,104,0,1
--no-lazy-spill,memory-copy-word,2243,-2,1935,-2,1
--no-lazy-spill,memory-copy-overlap,715,2,574,2,1
--no-lazy-spill,aslan-fib,19831,145,12186,129,1
--no-lazy-spill,aslan-ecalli,42350,50,27349,44,1
--no-lazy-spill,aslan-debug,32365,53,23740,47,1
--no-lazy-spill,anan-as-compiler,109283,-1407,76239,-1251,1
--no-lazy-spill,polkadot-asset-hub-kusama_runtime-v2002002,30804229,32836,25381070,29187,1
--no-lazy-spill,polkadot-asset-hub-polkadot_runtime-v2002002,29435038,36682,24209513,32607,1
--no-lazy-spill,polkadot-bridge-hub-kusama_runtime-v2002002,13486226,17149,10536668,15244,1
--no-lazy-spill,polkadot-bridge-hub-polkadot_runtime-v2002002,16129160,19594,12830602,17417,1
--no-lazy-spill,polkadot-bulletin-polkadot_runtime-v2002002,12017852,14484,9295201,12875,1
--no-lazy-spill,polkadot-collectives-polkadot_runtime-v2002002,15293994,18940,12084722,16836,1
--no-lazy-spill,polkadot-coretime-kusama_runtime-v2002002,13011883,15156,10128873,13472,1
--no-lazy-spill,polkadot-coretime-polkadot_runtime-v2002002,13009179,15119,10126518,13439,1
--no-lazy-spill,polkadot-encointer-kusama_runtime-v2002002,15729251,17051,12485285,15156,1
--no-lazy-spill,polkadot-glutton-kusama_runtime-v2002002,6402647,9385,4600277,8342,1
--no-lazy-spill,polkadot-kusama_runtime-v2002002,22066440,26475,17832758,23533,1
--no-lazy-spill,polkadot-people-kusama_runtime-v2002002,13021874,14406,10141578,12806,1
--no-lazy-spill,polkadot-people-polkadot_runtime-v2002002,14291805,15604,11226838,13870,1
--no-lazy-spill,polkadot-polkadot_runtime-v2002002,20909440,25666,16847956,22814,1
--no-libcall-recognition,add,160,0,96,0,1
--no-libcall-recognition,fibonacci,221,0,144,0,1
--no-libcall-recognition,factorial,200,0,126,0,1
--no-libcall-recognition,is-prime,271,0,189,0,1
--no-libcall-recognition,regalloc-two-loops,561,0,438,0,1
--no-libcall-recognition,blake2b,3765,0,2486,0,1
--no-libcall-recognition,sha512,3511,0,2310,0,1
--no-libcall-recognition,u128-mul-bench,457,157,342,139,1
--no-libcall-recognition,u128-div-bench,765,-82,606,-73,1
--no-libcall-recognition,u128-div-bench-slow,771,-82,607,-73,1
--no-libcall-recognition,host-call-log,458,0,104,0,1
--no-libcall-recognition,memory-copy-word,2243,0,1935,0,1
--no-libcall-recognition,memory-copy-overlap,715,0,574,0,1
--no-libcall-recognition,aslan-fib,19831,0,12186,0,1
--no-libcall-recognition,aslan-ecalli,42350,0,27349,0,1
--no-libcall-recognition,aslan-debug,32365,0,23740,0,1
--no-libcall-recognition,anan-as-compiler,109283,0,76239,0,1
--no-libcall-recognition,polkadot-asset-hub-kusama_runtime-v2002002,30804229,62,25381070,55,1
--no-libcall-recognition,polkadot-asset-hub-polkadot_runtime-v2002002,29435038,61,24209513,55,1
--no-libcall-recognition,polkadot-bridge-hub-kusama_runtime-v2002002,13486226,62,10536668,55,1
--no-libcall-recognition,polkadot-bridge-hub-polkadot_runtime-v2002002,16129160,62,12830602,55,1
--no-libcall-recognition,polkadot-bulletin-polkadot_runtime-v2002002,12017852,61,9295201,55,1
--no-libcall-recognition,polkadot-collectives-polkadot_runtime-v2002002,15293994,62,12084722,55,1
--no-libcall-recognition,polkadot-coretime-kusama_runtime-v2002002,13011883,61,10128873,55,1
--no-libcall-recognition,polkadot-coretime-polkadot_runtime-v2002002,13009179,62,10126518,55,1
--no-libcall-recognition,polkadot-encointer-kusama_runtime-v2002002,15729251,62,12485285,55,1
--no-libcall-recognition,polkadot-glutton-kusama_runtime-v2002002,6402647,62,4600277,55,1
--no-libcall-recognition,polkadot-kusama_runtime-v2002002,22066440,62,17832758,55,1
--no-libcall-recognition,polkadot-people-kusama_runtime-v2002002,13021874,62,10141578,55,1
--no-libcall-recognition,polkadot-people-polkadot_runtime-v2002002,14291805,62,11226838,55,1
--no-libcall-recognition,polkadot-polkadot_runtime-v2002002,20909440,62,16847956,55,1
--no-mergefunc,add,160,0,96,0,1
--no-mergefunc,fibonacci,221,0,144,0,1
--no-mergefunc,factorial,200,0,126,0,1
--no-mergefunc,is-prime,271,0,189,0,1
--no-mergefunc,regalloc-two-loops,561,0,438,0,1
--no-mergefunc,blake2b,3765,0,2486,0,1
--no-mergefunc,sha512,3511,0,2310,0,1
--no-mergefunc,u128-mul-bench,457,0,342,0,1
--no-mergefunc,u128-div-bench,765,0,606,0,1
--no-mergefunc,u128-div-bench-slow,771,0,607,0,1
--no-mergefunc,host-call-log,458,0,104,0,1
--no-mergefunc,memory-copy-word,2243,0,1935,0,1
--no-mergefunc,memory-copy-overlap,715,0,574,0,1
--no-mergefunc,aslan-fib,19831,0,12186,0,1
--no-mergefunc,aslan-ecalli,42350,0,27349,0,1
--no-mergefunc,aslan-debug,32365,-394,23740,-272,1
--no-mergefunc,anan-as-compiler,109283,0,76239,0,1
--no-mergefunc,polkadot-asset-hub-kusama_runtime-v2002002,30804229,198744,25381070,174841,1
--no-mergefunc,polkadot-asset-hub-polkadot_runtime-v2002002,29435038,184700,24209513,162532,1
--no-mergefunc,polkadot-bridge-hub-kusama_runtime-v2002002,13486226,74190,10536668,64773,1
--no-mergefunc,polkadot-bridge-hub-polkadot_runtime-v2002002,16129160,109960,12830602,95862,1
--no-mergefunc,polkadot-bulletin-polkadot_runtime-v2002002,12017852,59540,9295201,52029,1
--no-mergefunc,polkadot-collectives-polkadot_runtime-v2002002,15293994,100184,12084722,87410,1
--no-mergefunc,polkadot-coretime-kusama_runtime-v2002002,13011883,63190,10128873,55259,1
--no-mergefunc,polkadot-coretime-polkadot_runtime-v2002002,13009179,65043,10126518,56906,1
--no-mergefunc,polkadot-encointer-kusama_runtime-v2002002,15729251,97707,12485285,85261,1
--no-mergefunc,polkadot-glutton-kusama_runtime-v2002002,6402647,41491,4600277,36084,1
--no-mergefunc,polkadot-kusama_runtime-v2002002,22066440,151264,17832758,132665,1
--no-mergefunc,polkadot-people-kusama_runtime-v2002002,13021874,63075,10141578,55125,1
--no-mergefunc,polkadot-people-polkadot_runtime-v2002002,14291805,91559,11226838,79789,1
--no-mergefunc,polkadot-polkadot_runtime-v2002002,20909440,145832,16847956,127844,1
